9999,0,5,9999,3,9999,3,5,4,8,12,9,9999,1,9999 
9999,5,1,0,5,0,1,2,5,4,12,6,9,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,1,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,1,0,1,2,1,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
9999,5,1,0,1,0,1,2,5,4,12,6,4,11,13 
9999,5,1,0,5,0,1,2,4,4,12,6,4,11,13 
