alpha,beta,mu_lat,var_lat,c,d,k_1,k_2,stb_1,stb_2,mu_1,mu_2,p_ber
0.00366815,0.681811,1.87107,5.88967,5.54197,2,0.452095,10,1,1,4.65137e-05,5.65567e-06,0.0290465
0.00323869,0.681811,1.87107,5.77386,5.54197,2,0.468092,10,1,1,4.65137e-05,5.65567e-06,0.0290465
0.00367389,0.681811,1.87107,5.75779,4.84408,2,0.478812,10,1,1,4.4262e-05,5.65567e-06,0.0290465
0.00241013,0.526032,1.96775,5.62259,5.79459,2,0.478812,10,1,1,4.4262e-05,5.65567e-06,0.0290465
0.0026892,0.526032,1.96775,5.65042,6.21999,2,0.486292,10,1,1,5.2683e-05,5.65567e-06,0.0290465
0.00214435,0.526032,1.96775,5.64787,7.50456,2,0.496391,10,1,1,5.2683e-05,5.65567e-06,0.0290465
0.00076235,0.522686,2.72453,5.74201,7.01389,2,0.515817,10,1,1,5.2683e-05,5.11027e-06,0.0290465
0.000885394,0.522686,2.72453,5.6741,6.29362,2,0.518672,10,1,1,5.2683e-05,5.11027e-06,0.0326401
0.000885394,0.522686,2.72453,5.43805,5.85127,2,0.449021,10,1,1,4.69349e-05,5.11027e-06,0.0326401
0.000885394,0.522686,2.82163,5.36182,5.85127,2,0.449021,10,1,1,4.69349e-05,5.11027e-06,0.0326401
0.000521704,0.522686,2.82163,5.15269,5.66143,2,0.453651,10,1,1,4.69349e-05,6.68441e-06,0.0326401
0.000957261,0.522686,2.57261,5.29698,5.63387,2,0.42236,10,1,1,4.69349e-05,5.88599e-06,0.0326401
0.00138804,0.522686,2.57261,5.44455,6.03271,2,0.42236,10,1,1,5.03619e-05,5.88599e-06,0.0372048
0.00138804,0.446836,2.57261,5.67685,6.73659,2,0.379264,10,1,1,5.03619e-05,5.88599e-06,0.0365519
0.00115164,0.446836,2.57261,5.40709,5.29044,2,0.376334,10,1,1,5.28844e-05,5.88599e-06,0.0365519
0.00115164,0.446836,2.57261,4.87481,4.71293,2,0.34333,10,1,1,5.28844e-05,5.88599e-06,0.0365519
0.00115164,0.446836,2.57261,5.20115,5.10085,2,0.31846,10,1,1,5.28844e-05,7.34533e-06,0.0365519
0.000471459,0.41395,2.30603,4.98784,5.43903,2,0.281324,10,1,1,5.28844e-05,7.34533e-06,0.0439051
0.00117879,0.38871,2.30603,4.89703,5.40275,2,0.279822,10,1,1,5.28844e-05,7.34533e-06,0.0439051
0.0010108,0.38871,2.30603,4.99455,4.86685,2,0.29579,10,1,1,5.28844e-05,7.34533e-06,0.0439051
0.00160549,0.38871,2.30603,4.94864,5.08612,2,0.350901,10,1,1,5.28844e-05,7.34533e-06,0.0439051
0.00242707,0.517731,2.99849,5.14716,5.39593,2,0.386374,10,1,1,5.28844e-05,7.34533e-06,0.0439051
0.00220483,0.517731,2.99849,5.03281,4.16178,2,0.386374,10,1,1,5.211e-05,7.34533e-06,0.0439051
0.00433878,0.517731,2.99849,5.11479,3.39226,2,0.374124,10,1,1,5.211e-05,7.34533e-06,0.0447994
0.00374142,0.517731,2.57222,4.95523,5.84273,2,0.393315,10,1,1,5.211e-05,6.14085e-06,0.0447994
0.00445898,0.517731,2.65554,5.14834,4.91493,2,0.472742,10,1,1,5.211e-05,6.14085e-06,0.0404488
0.00445898,0.566235,2.65554,5.20465,4.16963,2,0.425249,10,1,1,5.211e-05,9.34405e-06,0.0404488
0.00520811,0.566235,2.65554,5.26782,3.43684,2,0.362363,10,1,1,5.211e-05,9.34405e-06,0.0404488
0.00553803,0.566235,1.96257,4.72476,3.86151,2,0.362363,10,1,1,4.3131e-05,9.34405e-06,0.0404488
0.00492435,0.566235,1.96257,4.66551,3.21753,2,0.360382,10,1,1,5.40869e-05,9.34405e-06,0.0404488
0.00539851,0.566235,1.88323,4.62044,3.12733,2,0.417965,10,1,1,5.40869e-05,7.52711e-06,0.0404488
0.00505995,0.752483,3.08037,4.46808,2.66479,2,0.417965,10,1,1,5.40869e-05,7.52711e-06,0.0404488
0.00498379,0.752483,3.08037,4.20439,4.77897,2,0.36328,10,1,1,5.40869e-05,6.15576e-06,0.0404488
0.00498379,0.752483,3.08037,4.36163,5.24044,2,0.370696,10,1,1,5.40869e-05,6.04236e-06,0.0404488
0.00263568,0.752483,2.2841,4.42797,5.24044,2,0.402704,10,1,1,5.40869e-05,6.04236e-06,0.0404488
0.00268005,0.752483,2.2841,4.60625,6.3902,2,0.402704,10,1,1,5.40869e-05,6.71242e-06,0.0404488
0.00276569,0.690501,3.12987,4.69756,4.30187,2,0.46471,10,1,1,5.40869e-05,8.38822e-06,0.0404129
0.00294796,0.690501,2.94915,4.83076,4.17634,2,0.431136,10,1,1,5.40869e-05,8.38822e-06,0.0404129
0.00294796,0.690501,2.94915,4.49605,4.93435,2,0.416475,10,1,1,5.40869e-05,8.38822e-06,0.0404129
0.00330216,0.690501,2.94915,4.49411,5.80727,2,0.408125,10,1,1,5.40869e-05,7.22876e-06,0.0404129
0.00389074,0.690501,2.64532,4.63062,5.68439,2,0.389965,10,1,1,5.40869e-05,7.22876e-06,0.0404129
0.00415241,0.690501,2.64532,4.39883,5.07079,2,0.379283,10,1,1,5.40869e-05,7.22876e-06,0.0404129
0.00501261,0.690501,2.64532,4.50457,4.52414,2,0.339136,10,1,1,5.40869e-05,7.22876e-06,0.0404129
0.00470804,0.690501,2.64532,4.74819,4.49822,2,0.207543,10,1,1,5.40869e-05,9.27121e-06,0.0404129
0.00470804,0.690501,3.8674,4.74819,3.80555,2,0.241113,10,1,1,5.40869e-05,9.27121e-06,0.0404129
0.00542951,0.690501,3.86408,4.66791,4.01121,2,0.278798,10,1,1,5.40869e-05,9.27121e-06,0.0404129
0.00542951,0.690501,3.86408,4.74536,3.71791,2,0.303907,10,1,1,5.40869e-05,6.87961e-06,0.0404129
0.00635055,0.690501,2.80477,4.89401,4.54545,2,0.273907,10,1,1,4.53967e-05,5.5993e-06,0.0404129
0.00643155,0.690501,2.80477,5.1488,4.46877,2,0.208535,10,1,1,4.80656e-05,5.5993e-06,0.0446635
0.00643155,0.690501,2.80477,5.06709,4.46877,2,0.203147,10,1,1,4.80656e-05,5.5993e-06,0.0446635
0.00647828,0.506505,2.35865,5.36466,4.68838,2,0.203147,10,1,1,4.80656e-05,5.5993e-06,0.0480631
0.00647828,0.506505,2.96656,5.28803,3.76143,2,0.18426,10,1,1,4.80656e-05,5.5993e-06,0.0480631
0.00647828,0.506505,2.96656,5.23003,3.76143,2,0.238751,10,1,1,4.80656e-05,5.5993e-06,0.0480631
0.00684201,0.506505,2.77657,5.07729,4.8466,2,0.26706,10,1,1,4.8214e-05,5.5993e-06,0.0519697
0.00674348,0.506505,2.77657,5.23571,5.1924,2,0.323032,10,1,1,4.8214e-05,5.5993e-06,0.0519697
0.00674348,0.506505,2.77657,5.13168,5.1924,2,0.402617,10,1,1,4.8214e-05,5.5993e-06,0.0519697
0.00742598,0.506505,3.08986,5.19539,5.25748,2,0.402617,10,1,1,4.8214e-05,5.5993e-06,0.0519697
0.00622581,0.506505,2.31333,5.07078,5.36508,2,0.370405,10,1,1,4.8214e-05,7.69718e-06,0.0519697
0.00405772,0.506505,2.66023,4.95146,5.26276,2,0.343198,10,1,1,4.8214e-05,4.42548e-06,0.0519697
0.00334109,0.506505,2.91118,4.98315,5.26276,2,0.300441,10,1,1,4.8214e-05,4.42548e-06,0.0519697
0.00334109,0.506505,2.91118,5.13368,4.02922,2,0.236564,10,1,1,4.8214e-05,7.36581e-06,0.0519697
0.00447206,0.506505,2.54569,5.01821,5.43476,2,0.307038,10,1,1,4.8214e-05,7.96521e-06,0.0519697
0.00511061,0.506505,2.54569,5.01821,4.75626,2,0.323572,10,1,1,4.8214e-05,7.96521e-06,0.0519697
0.00695338,0.506505,2.54569,4.96642,5.82143,2,0.275321,10,1,1,5.01416e-05,7.5704e-06,0.0519697
0.00605721,0.506505,2.54569,5.04095,6.39389,2,0.241468,10,1,1,5.01416e-05,7.10638e-06,0.0519697
0.00605721,0.506505,2.54569,5.14107,5.19441,2,0.224951,10,1,1,5.01416e-05,5.95922e-06,0.0519697
0.00516941,0.791581,2.54569,5.07117,5.19441,2,0.192517,10,1,1,5.28788e-05,5.95922e-06,0.0556917
0.0043372,0.791581,2.54569,5.14051,5.70287,2,0.208498,10,1,1,5.28788e-05,5.95922e-06,0.0620828
0.00295472,0.791581,2.54892,5.2908,5.42404,2,0.203101,10,1,1,5.28788e-05,4.90735e-06,0.0620828
0.00277862,0.791581,2.27175,5.2351,5.05173,2,0.243427,10,1,1,5.28788e-05,6.89904e-06,0.0620828
0.00312439,0.791581,2.00231,5.16873,5.2166,2,0.259053,10,1,1,6.00172e-05,6.89904e-06,0.0603322
0.00337611,0.791581,2.23711,4.89298,5.2166,2,0.259053,10,1,1,6.00172e-05,5.05654e-06,0.0603322
0.00312876,0.791581,2.23711,5.10962,4.95603,2,0.303849,10,1,1,6.00172e-05,5.8665e-06,0.0569151
0.00271033,0.791581,2.19598,5.10596,3.91007,2,0.358734,10,1,1,6.00172e-05,5.8665e-06,0.0569151
0.00285182,0.791581,2.19598,4.94092,4.75051,2,0.371353,10,1,1,6.00172e-05,5.02586e-06,0.0569151
0.00303993,0.791581,2.19598,5.19054,5.37501,2,0.50929,10,1,1,6.00172e-05,5.02586e-06,0.0569151
0.00303993,0.791581,2.35743,5.30351,5.37501,2,0.473348,10,1,1,5.95009e-05,7.1695e-06,0.0569151
0.00269051,0.791581,2.72936,5.30351,5.37501,2,0.473348,10,1,1,5.95009e-05,7.1695e-06,0.0569151
0.0025877,0.791581,2.72936,5.13861,5.01959,2,0.473348,10,1,1,5.26601e-05,5.79002e-06,0.0578414
0.0025877,0.791581,2.96547,5.0715,3.99915,2,0.473348,10,1,1,5.26601e-05,5.79002e-06,0.0578414
0.00263609,0.791581,2.96547,5.0715,4.19766,2,0.411496,10,1,1,5.26601e-05,5.79002e-06,0.0578414
0.00304957,0.592229,2.96547,5.0715,3.81629,2,0.3778,10,1,1,5.26601e-05,5.79002e-06,0.0651378
0.00136154,0.592229,2.96547,5.37631,4.77993,2,0.311428,10,1,1,5.26601e-05,5.79002e-06,0.0651378
0.000506597,0.592229,2.32126,5.32718,5.59086,2,0.304208,10,1,1,5.26601e-05,5.79002e-06,0.0651378
0.000588655,0.592229,2.32126,5.16932,5.90227,2,0.278649,10,1,1,5.26601e-05,5.79002e-06,0.0662472
0.000588655,0.592229,1.87319,5.16932,5.82526,2,0.260262,10,1,1,5.26601e-05,8.22662e-06,0.0619524
0.000588655,0.592229,1.87319,5.40457,5.82526,2,0.252134,10,1,1,5.26601e-05,8.22662e-06,0.066114
0.000862927,0.592229,1.87319,5.66616,5.82526,2,0.252134,10,1,1,5.26601e-05,8.22662e-06,0.0615029
0.000862927,0.592229,1.87319,5.59381,6.37677,2,0.216405,10,1,1,5.26601e-05,8.22662e-06,0.0635809
0.000309111,0.592229,2.33863,5.56551,6.41104,2,0.216405,10,1,1,5.26601e-05,8.22662e-06,0.0605457
0.0010789,0.592229,2.33863,5.23951,6.18955,2,0.212501,10,1,1,5.26601e-05,8.22662e-06,0.0605457
0.0010789,0.592229,2.33863,5.37807,7.37239,2,0.212501,10,1,1,5.26601e-05,8.22662e-06,0.0605457
0.00202207,0.592229,1.69463,5.58857,7.97678,2,0.215211,10,1,1,5.26601e-05,8.22662e-06,0.0605457
0.00128701,0.592229,1.89345,5.56474,7.97678,2,0.215211,10,1,1,5.26601e-05,8.22662e-06,0.0605457
0.000812018,0.354441,1.89345,5.5715,7.97841,2,0.173176,10,1,1,5.26601e-05,6.84964e-06,0.0605457
0.00142083,0.354441,1.89345,5.48629,7.97841,2,0.173176,10,1,1,5.26601e-05,6.84964e-06,0.0605457
0.00277046,0.41222,2.58972,5.54909,6.89524,2,0.119867,10,1,1,5.26601e-05,6.84964e-06,0.0605457
0.00135324,0.41222,1.36977,5.93539,6.21972,2,0.213182,10,1,1,5.26601e-05,4.51593e-06,0.0603137
0.000738647,0.41222,1.55823,5.95955,8.22587,2,0.202534,10,1,1,5.26601e-05,4.51593e-06,0.0599991
0.00117278,0.41222,1.55823,6.03002,9.16396,2,0.17747,10,1,1,5.26601e-05,5.50748e-06,0.0599991
0.00243438,0.425009,1.55823,6.25828,8.75318,2,0.175316,10,1,1,5.26601e-05,5.50748e-06,0.0599991
0.00216368,0.425009,1.48931,5.95408,9.44501,2,0.192035,10,1,1,5.26601e-05,7.43025e-06,0.0689178
0.00272427,0.398192,1.48931,6.31131,9.40169,2,0.191264,10,1,1,5.26601e-05,7.43025e-06,0.0646765
0.00237224,0.398192,1.48931,6.16849,10.274,2,0.191264,10,1,1,5.26601e-05,7.43025e-06,0.0600543
0.00310471,0.398192,1.48931,6.10868,10.274,2,0.117455,10,1,1,5.26601e-05,7.79585e-06,0.0600543
0.00321898,0.398192,1.48931,6.12663,8.72771,2,0.0746361,10,1,1,5.26601e-05,7.79585e-06,0.0630713
0.00321898,0.398192,1.75215,6.31642,7.37851,2,0.121025,10,1,1,5.26601e-05,7.91818e-06,0.0630713
0.00232006,0.398192,1.65992,6.43777,8.70012,2,0.11595,10,1,1,5.26601e-05,8.90901e-06,0.063099
0.00126806,0.398192,1.37216,6.80749,8.70012,2,0.11595,10,1,1,5.26601e-05,9.14627e-06,0.063099
0.00107584,0.398192,1.28021,6.56345,8.76977,2,0.101192,10,1,1,5.26601e-05,9.89245e-06,0.063099
0.00107584,0.398192,1.28021,6.52356,8.76977,2,0.129844,10,1,1,5.26601e-05,9.89245e-06,0.063099
0.000342688,0.398192,1.28021,6.52356,9.3125,2,0.129844,10,1,1,5.26601e-05,8.96357e-06,0.0585592
0.000342688,0.398192,1.58515,6.55978,8.8533,2,0.110756,10,1,1,5.26601e-05,8.96357e-06,0.0566076
0.000685829,0.398192,1.58515,6.68173,8.8533,2,0.148432,10,1,1,5.26601e-05,8.96357e-06,0.0566076
0.000685829,0.40879,1.09698,6.9261,7.56211,2,0.159832,10,1,1,5.26601e-05,8.96357e-06,0.0580397
0.000685829,0.40879,1.00607,6.81118,5.74503,2,0.24541,10,1,1,5.26601e-05,8.96357e-06,0.0580397
0.000685829,0.40879,1.00607,6.3063,6.03521,2,0.24541,10,1,1,5.54703e-05,8.96357e-06,0.0580397
0.000917996,0.40879,1.00607,6.64709,6.24942,2,0.343812,10,1,1,5.54703e-05,4.71665e-06,0.0580397
0.000464338,0.40879,1.21888,6.9493,6.24942,2,0.26732,10,1,1,5.54703e-05,4.25102e-06,0.0580397
0.000405839,0.40879,1.38821,6.92247,6.76478,2,0.228962,10,1,1,5.54703e-05,4.68809e-06,0.0577591
0.00016149,0.40879,1.59634,6.90875,6.03424,2,0.229194,10,1,1,5.54703e-05,5.34558e-06,0.0577591
0.00016149,0.40879,1.59634,7.0498,7.1326,2,0.209085,10,1,1,5.54703e-05,5.34558e-06,0.0578168
0.00016149,0.40879,1.59634,7.18992,6.68155,2,0.209085,10,1,1,4.57797e-05,5.34558e-06,0.0583364
0.00016149,0.574885,1.59634,7.24086,6.87159,2,0.230706,10,1,1,4.57797e-05,5.34558e-06,0.0583364
0.000651492,0.574885,1.76636,7.12,6.87159,2,0.260617,10,1,1,4.57797e-05,7.65044e-06,0.0619052
0.00109311,0.574885,1.45052,7.1434,6.58998,2,0.256699,10,1,1,4.57797e-05,7.47326e-06,0.0619052
0.000679805,0.574885,1.57151,6.81025,6.58998,2,0.198081,10,1,1,4.57797e-05,7.47326e-06,0.0529306
0.000458494,0.574885,1.57151,6.7588,6.39811,2,0.142642,10,1,1,4.57797e-05,7.47326e-06,0.0529306
0.000582002,0.621458,1.74338,6.94224,6.39811,2,0.0962498,10,1,1,4.57797e-05,6.29555e-06,0.0529306
0.000193414,0.621458,1.81352,7.01331,7.39666,2,0.150914,10,1,1,4.57797e-05,6.29555e-06,0.0556001
0.000193414,0.621458,1.81352,7.29119,6.37354,2,0.148531,10,1,1,4.57797e-05,6.6774e-06,0.0556001
0.000760795,0.621458,1.81352,7.29119,5.99844,2,0.2142,10,1,1,4.57797e-05,6.6774e-06,0.0556001
0.0011418,0.621458,1.81352,7.27959,6.23234,2,0.261161,10,1,1,4.57797e-05,5.77542e-06,0.0560901
0.0011418,0.621458,1.81352,7.24816,6.02152,2,0.261161,10,1,1,4.57797e-05,5.77542e-06,0.0560901
0.0011418,0.621458,1.81352,6.79742,5.10657,2,0.261161,10,1,1,4.57797e-05,5.77542e-06,0.0560901
0.000588315,0.621458,1.81352,6.73048,5.10657,2,0.264109,10,1,1,4.57797e-05,5.77542e-06,0.0560901
0.000588315,0.621458,1.94763,6.78404,6.79205,2,0.303032,10,1,1,4.57797e-05,6.98023e-06,0.0560901
0.000588315,0.621458,1.54029,6.57131,5.54359,2,0.288993,10,1,1,4.57797e-05,6.98023e-06,0.0560901
0.000939712,0.415149,1.54029,6.15648,4.14947,2,0.263703,10,1,1,4.57797e-05,6.98023e-06,0.055626
0.000411312,0.497266,1.75883,6.10179,5.71244,2,0.306406,10,1,1,4.57797e-05,6.98023e-06,0.055626
0.000540235,0.497266,2.36012,6.04378,6.50873,2,0.295796,10,1,1,4.57797e-05,6.98023e-06,0.0558761
0.000522915,0.497266,2.36012,6.33519,6.43273,2,0.225105,10,1,1,4.57797e-05,6.98023e-06,0.0558761
0.00187525,0.497266,1.52418,6.76567,6.67487,2,0.282149,10,1,1,4.57797e-05,9.22592e-06,0.0558761
0.00197052,0.497266,1.97466,6.964,7.34317,2,0.193235,10,1,1,4.57797e-05,9.22592e-06,0.0558761
0.00368588,0.497266,1.97466,6.61643,7.88539,2,0.19148,10,1,1,5.08665e-05,4.84039e-06,0.0618302
0.00261824,0.497266,1.97466,6.73647,8.5257,2,0.19148,10,1,1,5.08665e-05,6.20577e-06,0.0618302
0.00261824,0.497266,1.97466,6.97191,10.4439,2,0.147071,10,1,1,5.08665e-05,6.20577e-06,0.0618302
0.00184981,0.497266,1.97466,6.96519,11.3438,2,0.165842,10,1,1,5.08665e-05,5.32745e-06,0.0618302
0.00102496,0.497266,1.97466,6.96791,11.3438,2,0.170199,10,1,1,5.08665e-05,5.30811e-06,0.0614647
0.000923752,0.497266,1.97466,6.92885,10.5584,2,0.170199,10,1,1,5.08665e-05,8.19884e-06,0.0614647
0.000923752,0.497266,1.97466,7.10747,10.8754,2,0.142481,10,1,1,5.08665e-05,8.19884e-06,0.0614647
0.000396995,0.497266,1.85531,7.19959,10.8754,2,0.162919,10,1,1,5.08665e-05,8.19884e-06,0.0614647
0.000396995,0.497266,1.85531,7.36268,10.721,2,0.172979,10,1,1,5.08665e-05,7.50556e-06,0.0614647
0.000396995,0.497266,1.47065,7.38608,10.721,2,0.140226,10,1,1,5.08665e-05,7.50556e-06,0.0670881
0.000396995,0.497266,1.88242,7.38608,10.721,2,0.117375,10,1,1,5.08665e-05,8.13538e-06,0.0670881
0.000396995,0.497266,1.47234,7.38608,10.721,2,0.119915,10,1,1,5.08665e-05,6.93961e-06,0.0670881
0.000396995,0.497266,1.12223,7.58363,9.81115,2,0.141433,10,1,1,5.08665e-05,6.93961e-06,0.0686538
0.000396995,0.474848,1.89055,7.36122,7.17112,2,0.184234,10,1,1,5.08665e-05,6.93961e-06,0.0686538
0.0014097,0.474848,1.89055,7.22029,6.18893,2,0.227763,10,1,1,5.08665e-05,6.93961e-06,0.0686538
0.000717265,0.474848,1.89055,7.24244,5.78398,2,0.216638,10,1,1,5.08665e-05,6.93961e-06,0.0686538
0.000717265,0.434263,1.89055,7.36886,5.97652,2,0.251171,10,1,1,5.08665e-05,6.93961e-06,0.0686538
0.000717265,0.434263,1.89055,7.25518,5.03619,2,0.265441,10,1,1,5.08665e-05,6.93961e-06,0.0710907
0.00173272,0.434263,2.096,6.84332,4.34698,2,0.257078,10,1,1,5.08665e-05,4.42178e-06,0.0680333
0.001303,0.434263,2.096,6.94363,4.7536,2,0.233849,10,1,1,5.08665e-05,4.42178e-06,0.0572078
0.000106673,0.434263,1.05355,7.11823,4.6564,2,0.30526,10,1,1,4.53586e-05,9.80537e-06,0.0572078
0.000106673,0.434263,1.05355,7.11823,5.55645,2,0.338794,10,1,1,4.53586e-05,9.39905e-06,0.0572078
0.000106673,0.431911,1.98661,7.09262,5.55645,2,0.400979,10,1,1,4.53586e-05,9.39905e-06,0.0572078
0.000106673,0.431911,1.95217,7.17484,4.9905,2,0.364271,10,1,1,4.53586e-05,1.03506e-05,0.0572078
0.00133903,0.431911,1.88261,7.18176,4.9905,2,0.387228,10,1,1,4.53586e-05,1.03506e-05,0.0551821
0.00113511,0.431911,1.40963,7.13612,6.26832,2,0.407314,10,1,1,4.53586e-05,1.03506e-05,0.0551821
0.000208313,0.431911,1.40963,6.95204,4.34133,2,0.372277,10,1,1,4.53586e-05,1.03506e-05,0.0555268
0.00201556,0.431911,1.40963,6.95204,4.34133,2,0.300547,10,1,1,4.53586e-05,1.03506e-05,0.0555268
0.00117214,0.431911,1.47918,7.09921,4.45736,2,0.339501,10,1,1,4.87392e-05,1.03506e-05,0.0555268
0.00241883,0.431911,1.47918,6.86139,4.45736,2,0.339501,10,1,1,4.87392e-05,1.03506e-05,0.0555268
0.00168888,0.431911,1.47918,6.92957,4.51957,2,0.311244,10,1,1,4.87392e-05,1.03472e-05,0.0555268
0.00105137,0.431911,1.47918,6.76727,3.95656,2,0.322695,10,1,1,4.87392e-05,4.07251e-06,0.0555268
0.000853188,0.431911,1.47918,7.06012,4.0648,2,0.374875,10,1,1,4.87392e-05,4.07251e-06,0.0555268
0.000853188,0.241299,1.47918,7.16914,4.0648,2,0.376699,10,1,1,4.87392e-05,4.07251e-06,0.0555268
0.000853188,0.241299,1.47918,7.35296,4.89129,2,0.392101,10,1,1,4.87392e-05,6.87141e-06,0.0555268
0.000853188,0.325481,1.47918,7.38985,5.88032,2,0.355021,10,1,1,4.87392e-05,6.87141e-06,0.0555268
0.00166266,0.325481,1.47918,7.57559,6.53775,2,0.355021,10,1,1,4.87392e-05,6.87141e-06,0.0555268
0.000182341,0.325481,1.47918,7.31605,4.84004,2,0.295531,10,1,1,4.87392e-05,6.87141e-06,0.0555268
0.000429355,0.325481,1.37622,7.16739,5.20666,2,0.239457,10,1,1,4.87392e-05,6.87141e-06,0.0555268
0.000789234,0.325481,1.91653,7.18466,5.20666,2,0.239457,10,1,1,4.87412e-05,6.87141e-06,0.0555268
0.000245594,0.325481,1.91653,7.08068,5.55996,2,0.231732,10,1,1,4.87412e-05,6.87141e-06,0.0555268
0.000245594,0.325481,1.83381,6.81817,6.495,2,0.326718,10,1,1,4.87412e-05,6.87141e-06,0.0555268
0.00159381,0.325481,1.83381,6.70467,6.14878,2,0.264098,10,1,1,4.87412e-05,4.31458e-06,0.0555268
0.00111193,0.335324,1.83381,6.72222,7.15183,2,0.181941,10,1,1,4.87412e-05,6.39212e-06,0.0555268
0.00111193,0.335324,1.83381,6.477,7.33169,2,0.181941,10,1,1,4.87412e-05,6.39212e-06,0.0552308
0.00111193,0.335324,1.83381,6.43564,8.45985,2,0.160528,10,1,1,4.87412e-05,6.39212e-06,0.0552308
0.0013873,0.335324,1.83381,6.7603,8.33227,2,0.160528,10,1,1,4.87412e-05,6.39212e-06,0.0552308
0.00151527,0.335324,1.83381,6.74678,7.83674,2,0.116096,10,1,1,4.87412e-05,8.95546e-06,0.0552308
0.00084939,0.4437,1.85579,6.50067,8.02639,2,0.151165,10,1,1,4.87412e-05,3.97307e-06,0.0531357
0.00084939,0.4437,1.85579,6.18549,8.02639,2,0.254452,10,1,1,4.87412e-05,3.97307e-06,0.0537263
0.000232714,0.4437,1.85579,6.31059,8.46748,2,0.254452,10,1,1,4.87412e-05,3.97307e-06,0.0513688
0.000232714,0.4437,1.85579,6.14708,8.09484,2,0.266545,10,1,1,4.87412e-05,4.91504e-06,0.0522362
0.000232714,0.4437,1.85579,6.15789,8.09484,2,0.206377,10,1,1,4.87412e-05,4.52459e-06,0.0511987
0.000232714,0.4437,1.85579,5.88048,7.61699,2,0.164699,10,1,1,4.87412e-05,4.52459e-06,0.0547586
0.00202981,0.4437,1.85579,6.16315,7.25995,2,0.154574,10,1,1,4.87412e-05,4.83217e-06,0.0547586
0.00108886,0.4437,1.85579,6.04186,6.89089,2,0.154555,10,1,1,4.87412e-05,9.64664e-06,0.0547586
0.0027348,0.4437,1.80797,6.01466,7.38752,2,0.154555,10,1,1,4.87412e-05,9.64664e-06,0.0547586
0.0027348,0.4437,1.80797,6.09198,5.9323,2,0.230967,10,1,1,4.87412e-05,4.25465e-06,0.0547586
0.00266966,0.4437,1.80797,6.18097,5.96811,2,0.264299,10,1,1,4.80892e-05,4.25465e-06,0.0547586
0.00253701,0.4437,1.80797,6.31409,5.49189,2,0.337176,10,1,1,4.80892e-05,7.15551e-06,0.0543353
0.00244035,0.450192,1.80797,6.1911,5.16806,2,0.324847,10,1,1,4.80892e-05,3.93192e-06,0.0543353
0.00244035,0.450192,1.80797,6.45428,5.98572,2,0.338207,10,1,1,4.80892e-05,6.48866e-06,0.0581209
0.00254307,0.450192,2.05514,6.46397,5.08469,2,0.338207,10,1,1,4.80892e-05,6.48866e-06,0.0581209
0.00216268,0.450192,2.05514,6.3223,4.75566,2,0.288586,10,1,1,4.80892e-05,6.48866e-06,0.0537122
0.00365538,0.450192,2.05514,6.33658,4.95006,2,0.288586,10,1,1,4.80892e-05,6.48866e-06,0.0537122
0.00365538,0.450192,2.05514,6.15584,4.25012,2,0.289311,10,1,1,4.80892e-05,6.48866e-06,0.0537122
0.00424809,0.450192,2.05514,6.19285,4.25012,2,0.315122,10,1,1,4.80892e-05,5.73515e-06,0.0520028
0.00474588,0.450192,2.05514,5.99178,4.00383,2,0.322717,10,1,1,4.80892e-05,5.73515e-06,0.0534411
0.00415585,0.450192,2.05514,5.83895,4.10573,2,0.335859,10,1,1,4.80892e-05,5.73515e-06,0.0397328
0.00321124,0.450192,1.61507,5.97418,5.34227,2,0.335859,10,1,1,4.80892e-05,5.73515e-06,0.0474513
0.00351974,0.450192,1.61507,5.97418,4.08508,2,0.351915,10,1,1,4.80892e-05,5.73515e-06,0.0474513
0.00349469,0.835228,1.61507,5.92455,5.02692,2,0.307683,10,1,1,4.80892e-05,5.73515e-06,0.0474513
0.00274495,0.522068,1.61507,6.06403,4.85035,2,0.191224,10,1,1,4.80892e-05,5.73515e-06,0.0474513
0.00248101,0.522068,1.61507,6.09422,3.91699,2,0.176073,10,1,1,4.80892e-05,5.73515e-06,0.0474513
0.00248101,0.522068,1.61507,5.642,4.05177,2,0.250718,10,1,1,4.80892e-05,5.73515e-06,0.0474513
0.00094401,0.522068,1.67194,5.6077,4.71943,2,0.245953,10,1,1,4.80892e-05,5.73515e-06,0.0474513
0.000221468,0.522068,2.15616,5.89132,4.94242,2,0.232293,10,1,1,4.80892e-05,5.73515e-06,0.0474513
0.000221468,0.522068,1.92652,6.28138,7.452,2,0.233379,10,1,1,4.80892e-05,5.73515e-06,0.0510476
5.5253e-05,0.522068,1.92652,6.43479,8.61297,2,0.26673,10,1,1,4.80892e-05,5.73515e-06,0.0510476
0.00105801,0.522068,1.46717,6.56878,9.25346,2,0.320313,10,1,1,4.80892e-05,5.73515e-06,0.0510476
0.00172298,0.522068,1.78375,6.53581,8.99215,2,0.258715,10,1,1,4.80892e-05,4.25403e-06,0.0510476
0.00125952,0.522068,1.78375,6.19226,8.01752,2,0.240108,10,1,1,4.80892e-05,4.25403e-06,0.0532773
0.00173792,0.522068,1.5938,6.40895,7.8092,2,0.260317,10,1,1,4.80892e-05,4.25403e-06,0.0532773
0.00230974,0.488736,1.5938,6.13096,7.5538,2,0.297973,10,1,1,4.80892e-05,4.25403e-06,0.0532773
0.00230974,0.377272,1.5938,6.0805,7.62776,2,0.312979,10,1,1,4.80892e-05,4.25403e-06,0.0547646
