alpha,beta,mu_lat,var_lat,c,d,k_1,k_2,stb_1,stb_2,mu_1,mu_2,p_ber
0.00142261,0.521354,1.37467,8.44177,4.18071,2,0.253758,10,1,1,4.9849e-05,5.65963e-06,0.0405034
0.00226508,0.521354,1.7943,8.58041,3.75738,2,0.277404,10,1,1,4.9849e-05,5.65963e-06,0.0405034
0.00328195,0.521354,1.7943,8.36459,4.58673,2,0.367704,10,1,1,4.9849e-05,5.65963e-06,0.0405034
0.00134718,0.521354,1.7943,8.40727,4.46052,2,0.413823,10,1,1,4.9849e-05,5.62715e-06,0.0405034
0.00134718,0.521354,1.44501,8.76222,4.46052,2,0.440794,10,1,1,4.9849e-05,7.91969e-06,0.0406087
0.000447307,0.521354,1.44501,8.64679,6.13425,2,0.403545,10,1,1,4.9849e-05,4.06117e-06,0.0406087
0.000447307,0.521354,1.44501,8.84015,5.7075,2,0.422776,10,1,1,4.72593e-05,5.21768e-06,0.0406087
0.000923237,0.521354,1.44501,8.82586,5.67406,2,0.341268,10,1,1,4.72593e-05,5.21768e-06,0.0406087
0.00168483,0.521354,1.44501,8.70532,5.50704,2,0.296568,10,1,1,4.72593e-05,5.94658e-06,0.0424147
0.00316976,0.521354,1.89729,9.00395,5.50704,2,0.27875,10,1,1,4.72593e-05,6.77701e-06,0.0424147
0.00316976,0.521354,1.89729,8.60188,6.02014,2,0.303128,10,1,1,5.06381e-05,6.77701e-06,0.0424147
0.00385403,0.521354,1.89729,8.53921,6.02014,2,0.330822,10,1,1,5.27072e-05,5.48803e-06,0.0424147
0.00354488,0.591766,1.98693,8.59435,7.39621,2,0.246586,10,1,1,5.27072e-05,5.48803e-06,0.0424147
0.00383108,0.591766,2.14555,8.20009,6.03357,2,0.172176,10,1,1,5.27072e-05,6.21773e-06,0.0424147
0.00305342,0.591766,1.94375,8.45876,6.25805,2,0.173929,10,1,1,5.27072e-05,6.21773e-06,0.0442761
0.00290035,0.591766,1.94375,8.65035,6.78369,2,0.142947,10,1,1,5.27072e-05,6.21773e-06,0.0442761
0.00290035,0.591766,1.49885,8.47033,7.56573,2,0.150001,10,1,1,5.27072e-05,6.21773e-06,0.0442761
0.00196849,0.322946,1.49885,8.88372,7.56573,2,0.149582,10,1,1,5.27072e-05,6.21773e-06,0.0442761
0.00357939,0.322946,1.49885,8.83255,6.79915,2,0.149582,10,1,1,5.27072e-05,6.21773e-06,0.0442761
0.00325155,0.322946,1.49885,9.24583,6.29277,2,0.194252,10,1,1,5.27072e-05,6.21773e-06,0.0442761
0.00325155,0.322946,1.49885,8.94448,6.97808,2,0.222386,10,1,1,5.27072e-05,6.21773e-06,0.0442761
0.00397706,0.322946,1.49885,9.12672,6.97808,2,0.256229,10,1,1,5.27072e-05,6.21773e-06,0.0462998
0.00339516,0.322946,1.49885,9.52092,7.78252,2,0.284199,10,1,1,5.27072e-05,6.21773e-06,0.0482144
0.00258678,0.322946,1.46101,9.41327,8.26777,2,0.288221,10,1,1,5.27072e-05,6.37548e-06,0.0482144
0.00268641,0.322946,1.46101,9.5006,8.14764,2,0.404133,10,1,1,5.27072e-05,6.37548e-06,0.0440532
0.00487959,0.322946,1.46101,9.45523,8.69518,2,0.408462,10,1,1,5.27072e-05,6.37548e-06,0.0407371
0.00409262,0.322946,1.46101,9.30559,8.85844,2,0.412923,10,1,1,5.27072e-05,6.37548e-06,0.0432789
0.00364045,0.322946,1.46094,9.37117,8.85844,2,0.414831,10,1,1,4.34704e-05,5.86923e-06,0.0432789
0.0037609,0.322946,1.8811,9.64007,8.3723,2,0.431218,10,1,1,4.34704e-05,5.86923e-06,0.0432789
0.00480641,0.322946,1.8811,9.44137,10.117,2,0.398871,10,1,1,4.76769e-05,5.86923e-06,0.0432789
0.00475552,0.322946,1.8811,9.44437,10.9892,2,0.423705,10,1,1,4.76769e-05,5.86923e-06,0.0418865
0.00575973,0.322946,1.8811,9.45107,10.6963,2,0.416389,10,1,1,4.96117e-05,5.86923e-06,0.0418865
0.0048455,0.322946,1.8811,9.34572,10.1374,2,0.361953,10,1,1,4.96117e-05,5.86923e-06,0.0421778
0.0046124,0.322946,1.37194,9.62496,10.1374,2,0.369873,10,1,1,5.2767e-05,5.86923e-06,0.0421778
0.00421295,0.552588,1.34778,9.71785,8.37748,2,0.363174,10,1,1,4.7393e-05,5.86923e-06,0.0421778
0.00429142,0.552588,1.1522,10.0305,8.37748,2,0.363174,10,1,1,4.7393e-05,5.86923e-06,0.0404715
0.0053718,0.552588,1.91266,10.11,8.0394,2,0.373678,10,1,1,4.7393e-05,5.86923e-06,0.0404715
0.00532182,0.552588,1.91266,10.0149,7.9248,2,0.377763,10,1,1,5.84273e-05,5.86923e-06,0.0404715
0.00538047,0.552588,2.03642,10.2765,9.19816,2,0.377763,10,1,1,5.84273e-05,5.86923e-06,0.0471421
0.00536694,0.552588,1.14285,10.254,9.19816,2,0.351429,10,1,1,4.91197e-05,5.86923e-06,0.0471421
0.00630229,0.552588,1.14285,10.2625,9.35062,2,0.351429,10,1,1,4.91197e-05,7.72721e-06,0.0471421
0.00496864,0.552588,0.96521,10.3587,9.39772,2,0.407569,10,1,1,4.91197e-05,7.72721e-06,0.0471421
0.00505342,0.552588,0.96521,10.2908,9.38176,2,0.387275,10,1,1,4.91197e-05,7.72721e-06,0.0471421
0.0039318,0.552588,0.96521,10.3584,9.1662,2,0.28793,10,1,1,4.91197e-05,7.72721e-06,0.0471421
0.00436699,0.552588,0.96521,10.1086,7.28839,2,0.24605,10,1,1,4.91197e-05,7.72721e-06,0.0471421
0.00311224,0.552588,0.96521,10.1709,6.43515,2,0.291967,10,1,1,4.91197e-05,7.72721e-06,0.0434349
0.00311224,0.552588,1.14566,10.1521,5.61534,2,0.321881,10,1,1,4.77019e-05,7.72721e-06,0.0447306
0.00311224,0.552588,1.14566,9.97923,3.94348,2,0.389223,10,1,1,4.77019e-05,7.72721e-06,0.0447306
0.00311224,0.552588,1.36305,9.9721,3.83054,2,0.382156,10,1,1,4.77019e-05,7.72721e-06,0.0447306
0.00295986,0.552588,1.36305,9.62768,4.90608,2,0.382156,10,1,1,4.77019e-05,7.72721e-06,0.0447306
0.00183956,0.552588,1.36305,9.38617,5.53866,2,0.374678,10,1,1,4.77019e-05,4.23151e-06,0.0431156
0.000483392,0.552588,1.20918,9.49381,5.56577,2,0.366446,10,1,1,4.77019e-05,4.23151e-06,0.0431156
0.000483392,0.552588,1.18095,9.64337,7.31846,2,0.350333,10,1,1,4.77019e-05,4.23151e-06,0.0431156
0.000733219,0.552588,1.18095,9.63281,7.31846,2,0.347975,10,1,1,4.77019e-05,7.58944e-06,0.0431156
0.000733219,0.870881,1.18095,9.6271,7.31846,2,0.341588,10,1,1,4.77019e-05,7.58944e-06,0.0369335
0.00061259,0.870881,1.18095,9.76435,7.31846,2,0.328892,10,1,1,4.77019e-05,7.58944e-06,0.0369335
0.00061259,0.870881,1.25471,9.47275,7.93091,2,0.328892,10,1,1,4.77019e-05,7.58944e-06,0.0369335
0.00061259,0.394764,1.25471,9.33529,7.93728,2,0.344312,10,1,1,4.77019e-05,7.58944e-06,0.0393969
0.00139781,0.394764,1.25471,8.89242,8.02919,2,0.320733,10,1,1,5.57889e-05,5.91359e-06,0.0393969
0.00301259,0.782669,1.68586,8.83777,6.85714,2,0.299193,10,1,1,5.57889e-05,5.91359e-06,0.0393969
0.00180985,0.782669,1.57925,8.8833,6.85714,2,0.290827,10,1,1,5.57889e-05,5.91359e-06,0.0393969
0.00258448,0.482152,1.38775,8.78526,4.98097,2,0.272243,10,1,1,5.57889e-05,5.91359e-06,0.0354789
0.00173589,0.63942,1.38775,8.79689,4.98097,2,0.304117,10,1,1,5.57889e-05,5.91359e-06,0.0354789
0.00150694,0.419788,1.38775,8.7406,4.91913,2,0.329487,10,1,1,4.95018e-05,5.91359e-06,0.0374346
0.000887656,0.419788,1.38775,8.86522,5.20839,2,0.366966,10,1,1,4.95018e-05,5.98585e-06,0.0374346
0.000983574,0.419788,1.38775,8.98095,5.20839,2,0.30123,10,1,1,4.95018e-05,5.98585e-06,0.0374346
0.000248702,0.419788,1.38775,9.0384,5.37508,2,0.323184,10,1,1,4.95018e-05,8.49069e-06,0.0374346
0.000248702,0.419788,1.38775,8.81473,5.02631,2,0.323184,10,1,1,4.95018e-05,8.49069e-06,0.0374346
0.000248702,0.419788,1.38775,8.83265,4.30008,2,0.307536,10,1,1,4.95018e-05,8.28969e-06,0.0374346
0.000248702,0.785964,1.57225,8.70516,4.30008,2,0.257421,10,1,1,4.95018e-05,8.28969e-06,0.0374346
0.000248702,0.785964,1.12924,9.15249,4.30008,2,0.304175,10,1,1,4.70698e-05,8.28969e-06,0.0374346
0.000217402,0.670413,1.12924,9.37151,5.04006,2,0.370186,10,1,1,4.70698e-05,5.05741e-06,0.0374346
8.97147e-05,0.670413,1.12924,9.31399,5.1379,2,0.402544,10,1,1,4.70698e-05,5.05741e-06,0.0374346
3.61775e-05,0.670413,1.12924,9.23135,5.49591,2,0.402544,10,1,1,4.70698e-05,5.05741e-06,0.0374346
3.61775e-05,0.721575,1.573,9.42728,5.77193,2,0.460198,10,1,1,4.70698e-05,7.55326e-06,0.0374346
0.000187819,0.604413,1.01387,9.56909,5.99337,2,0.481646,10,1,1,5.18813e-05,7.55326e-06,0.0374346
0.000187819,0.604413,1.88257,9.45317,6.11144,2,0.481646,10,1,1,5.18813e-05,7.55326e-06,0.0374346
0.000187819,0.604413,1.13308,9.31232,6.22404,2,0.481646,10,1,1,5.18813e-05,7.55326e-06,0.0389374
0.000187819,0.491395,1.13308,9.40757,5.70495,2,0.52141,10,1,1,5.18813e-05,7.55326e-06,0.0389374
0.000187819,0.491395,1.45653,9.67204,5.95081,2,0.51932,10,1,1,5.18813e-05,6.39772e-06,0.0389374
7.75993e-05,0.546942,1.45653,9.70983,5.95081,2,0.515355,10,1,1,5.18813e-05,6.39772e-06,0.0389374
7.75993e-05,0.546942,1.45653,9.56484,7.15357,2,0.460626,10,1,1,5.18813e-05,6.39772e-06,0.0389374
7.75993e-05,0.546942,1.45653,9.56484,6.26578,2,0.471718,10,1,1,5.18813e-05,5.79418e-06,0.0389374
7.75993e-05,0.546942,1.53189,9.56484,6.66196,2,0.471718,10,1,1,5.18813e-05,8.73792e-06,0.0389374
7.75993e-05,0.546942,1.53189,9.69246,6.74105,2,0.471718,10,1,1,5.18813e-05,8.73792e-06,0.0389374
7.75993e-05,0.546942,1.53189,9.69303,8.09992,2,0.471718,10,1,1,5.18813e-05,9.07861e-06,0.0389374
7.75993e-05,0.546942,1.04569,9.42387,8.13047,2,0.47904,10,1,1,5.18813e-05,9.29373e-06,0.0389374
7.75993e-05,0.546942,1.04569,9.45404,7.52279,2,0.468002,10,1,1,5.18813e-05,9.29373e-06,0.0365866
0.0002195,0.431745,1.04569,9.2172,6.92034,2,0.513451,10,1,1,5.18813e-05,9.29373e-06,0.0365866
0.0002195,0.431745,1.04569,8.71285,5.43122,2,0.394288,10,1,1,5.18813e-05,9.29373e-06,0.0378863
0.0002195,0.431745,1.74077,8.89548,5.26884,2,0.394288,10,1,1,5.18813e-05,7.32208e-06,0.0378863
0.00125619,0.431745,1.18436,8.71321,4.82849,2,0.43735,10,1,1,4.36212e-05,7.32208e-06,0.0329981
0.00128912,0.431745,1.18436,8.58105,4.82849,2,0.43735,10,1,1,4.36212e-05,7.32208e-06,0.0329981
0.000319059,0.431745,1.23348,8.76349,4.84809,2,0.428509,10,1,1,4.36212e-05,8.89284e-06,0.0329981
0.00116502,0.431745,1.23348,8.63924,4.84809,2,0.442854,10,1,1,4.36212e-05,8.89284e-06,0.0329981
0.00111396,0.600428,1.23348,8.48585,6.13864,2,0.430747,10,1,1,4.54424e-05,8.89284e-06,0.0329981
0.00186313,0.31737,1.47847,8.64798,5.47244,2,0.417959,10,1,1,4.54424e-05,8.89284e-06,0.0329981
0.00186313,0.31737,1.47847,8.67873,4.97334,2,0.370581,10,1,1,4.54424e-05,6.44965e-06,0.0278955
0.000704211,0.31737,1.47847,8.56534,7.08088,2,0.330133,10,1,1,4.54424e-05,6.44965e-06,0.0259206
0.000704211,0.31737,1.33681,8.53095,7.30835,2,0.328735,10,1,1,6.00808e-05,5.67425e-06,0.0259206
0.000511195,0.41718,1.33681,8.41218,6.76815,2,0.381022,10,1,1,6.00808e-05,5.67425e-06,0.0259206
0.000877613,0.41718,1.33681,8.8825,5.45711,2,0.353806,10,1,1,4.37902e-05,5.67425e-06,0.0259206
0.0018998,0.41718,1.33681,8.79567,4.54668,2,0.436604,10,1,1,4.37902e-05,5.67425e-06,0.0259206
0.000321161,0.41718,1.33681,8.74341,4.59121,2,0.445999,10,1,1,4.37902e-05,7.82587e-06,0.0259206
0.000321161,0.41718,1.33681,8.55377,3.68886,2,0.445999,10,1,1,4.37902e-05,7.82587e-06,0.0259206
0.000759442,0.41718,1.33681,8.48911,4.83435,2,0.461649,10,1,1,4.37902e-05,6.33325e-06,0.0259206
0.000759442,0.41718,1.39087,8.47408,4.56132,2,0.474816,10,1,1,4.37902e-05,6.33325e-06,0.0259206
0.00206894,0.41718,1.39087,8.53172,3.85082,2,0.474816,10,1,1,4.37902e-05,6.33325e-06,0.0259206
0.00269024,0.41718,1.39087,8.89534,3.85082,2,0.530323,10,1,1,4.37902e-05,6.33325e-06,0.0259206
0.0014877,0.41718,1.39087,8.64847,3.87451,2,0.505727,10,1,1,4.37902e-05,6.33325e-06,0.0238606
0.00135894,0.41718,1.20869,8.85495,4.16129,2,0.52953,10,1,1,4.37902e-05,6.33325e-06,0.0238606
0.00165451,0.41718,1.02369,8.9413,4.16129,2,0.52953,10,1,1,4.37902e-05,6.89892e-06,0.0238606
0.00136042,0.41718,1.50242,9.60691,4.16129,2,0.522325,10,1,1,4.37902e-05,6.89892e-06,0.0209416
0.00136042,0.41718,1.50242,9.5655,4.75623,2,0.522325,10,1,1,4.37902e-05,6.89892e-06,0.0209416
0.000826693,0.79494,1.50242,9.21363,5.37605,2,0.525168,10,1,1,4.37902e-05,6.89892e-06,0.0209416
0.000826693,0.79494,1.50242,9.76059,6.65928,2,0.525168,10,1,1,4.37902e-05,6.89892e-06,0.0209416
0.000826693,0.79494,1.50242,9.62291,3.71768,2,0.479118,10,1,1,4.37902e-05,7.42426e-06,0.0209416
0.00108557,0.58211,1.50242,9.81085,3.82025,2,0.504436,10,1,1,4.37902e-05,7.42426e-06,0.0209416
0.000674733,0.58211,1.50242,9.8594,2.87861,2,0.504436,10,1,1,4.37902e-05,7.42426e-06,0.0209416
0.00148372,0.538126,1.11087,9.91371,2.87861,2,0.468879,10,1,1,4.37902e-05,7.42426e-06,0.0209416
0.00106876,0.538126,0.997972,9.83545,3.2703,2,0.444704,10,1,1,4.37902e-05,6.05967e-06,0.0219784
0.00106876,0.538126,0.997972,9.9181,3.2703,2,0.453283,10,1,1,4.37902e-05,5.53713e-06,0.0219784
0.00106876,0.538126,0.997972,9.85756,3.15726,2,0.382141,10,1,1,4.37902e-05,5.57719e-06,0.0219784
0.000929631,0.538126,1.24442,9.51619,3.09455,2,0.421983,10,1,1,4.37902e-05,5.57719e-06,0.0219784
0.000448617,0.538126,1.24442,9.73909,3.09455,2,0.400546,10,1,1,4.37902e-05,5.57719e-06,0.0219784
0.000448617,0.538126,1.24442,9.70509,3.09455,2,0.441051,10,1,1,4.37902e-05,5.57719e-06,0.0219784
0.00149776,0.538126,1.50489,9.89198,3.09455,2,0.366396,10,1,1,4.37902e-05,6.67666e-06,0.0219784
0.00149776,0.538126,1.50489,10.0204,3.09455,2,0.387867,10,1,1,4.37902e-05,6.67666e-06,0.0219784
0.000908512,0.538126,1.50489,10.0551,2.9756,2,0.387867,10,1,1,4.37902e-05,6.67666e-06,0.0219784
0.000908512,0.538126,1.50489,10.0735,3.32634,2,0.357858,10,1,1,4.37902e-05,6.67666e-06,0.0219784
0.000908512,0.538126,1.50489,10.6395,3.32634,2,0.279786,10,1,1,4.37902e-05,6.67666e-06,0.0219784
0.000908512,0.538126,1.50489,10.6985,3.32634,2,0.311725,10,1,1,4.37902e-05,6.43381e-06,0.0219784
0.00228753,0.538126,1.50489,10.6985,3.32634,2,0.320031,10,1,1,4.37902e-05,6.43381e-06,0.0254706
0.00118673,0.538126,1.50489,10.7066,4.84585,2,0.350898,10,1,1,4.37902e-05,6.43381e-06,0.0228461
0.00118673,0.538126,1.50489,10.5497,4.64523,2,0.413821,10,1,1,4.37902e-05,6.43381e-06,0.0228461
0.00118673,0.538126,0.778092,10.3836,4.64523,2,0.414793,10,1,1,4.37902e-05,6.43381e-06,0.0192108
0.00118673,0.538126,0.778092,10.1025,5.56584,2,0.414793,10,1,1,4.37902e-05,5.86115e-06,0.0218911
0.000755535,0.538126,0.778092,9.8548,4.9541,2,0.357082,10,1,1,4.37902e-05,6.57145e-06,0.0218911
0.000755535,0.538126,0.778092,10.0457,5.2193,2,0.369314,10,1,1,4.37902e-05,6.97689e-06,0.0218911
0.000404639,0.538126,0.778092,10.1354,5.04646,2,0.371275,10,1,1,4.37902e-05,6.97689e-06,0.0218911
0.000404639,0.538126,1.46599,9.99199,5.04646,2,0.307063,10,1,1,4.37902e-05,6.97689e-06,0.0218911
0.000404639,0.615033,1.33019,9.92646,5.04646,2,0.165315,10,1,1,4.37902e-05,6.97689e-06,0.0218911
0.000426493,0.715419,0.951781,10.0547,4.57408,2,0.165315,10,1,1,4.37902e-05,6.97689e-06,0.0191454
0.000142341,0.715419,0.965752,9.95271,4.57408,2,0.163694,10,1,1,6.03828e-05,6.97689e-06,0.0191454
0.000142341,0.715419,0.965752,10.1767,5.23526,2,0.192226,10,1,1,6.03828e-05,6.97689e-06,0.0191454
0.00119672,0.715419,0.965752,9.9146,3.87096,2,0.144906,10,1,1,6.03828e-05,6.97689e-06,0.0191454
2.70075e-05,0.715419,0.965752,10.2843,4.01481,2,0.166519,10,1,1,6.03828e-05,6.97689e-06,0.0191454
2.70075e-05,0.715419,0.965752,10.4691,4.52688,2,0.166519,10,1,1,6.03828e-05,7.09196e-06,0.0191454
2.70075e-05,0.715419,0.965752,10.331,4.28579,2,0.220704,10,1,1,6.03828e-05,5.93795e-06,0.0191454
2.70075e-05,0.715419,0.965752,10.111,4.28579,2,0.210287,10,1,1,6.03828e-05,5.93795e-06,0.0191454
0.000348004,0.715419,1.21228,10.2351,3.99586,2,0.185003,10,1,1,5.53885e-05,7.60669e-06,0.0202139
0.000348004,0.715419,1.21228,9.96144,4.3623,2,0.23181,10,1,1,5.53885e-05,7.60669e-06,0.0202139
0.000613991,0.715419,1.21228,10.084,4.3623,2,0.207157,10,1,1,5.09724e-05,7.60669e-06,0.019176
0.000613991,0.524642,1.55601,10.0059,4.3623,2,0.181223,10,1,1,5.09724e-05,6.47834e-06,0.019176
0.00110884,0.524642,1.55601,10.1483,5.03784,2,0.181223,10,1,1,5.47851e-05,6.47834e-06,0.019176
0.00110884,0.524642,1.55601,10.1096,4.91447,2,0.200299,10,1,1,5.47851e-05,6.47834e-06,0.019176
0.00139833,0.524642,1.55601,10.2248,4.91447,2,0.200299,10,1,1,5.2328e-05,1.11856e-05,0.019176
0.00139833,0.524642,1.55601,10.2118,4.49012,2,0.251365,10,1,1,5.2328e-05,8.98013e-06,0.019176
0.00125486,0.524642,1.55601,10.2864,4.91214,2,0.235624,10,1,1,5.2328e-05,8.29612e-06,0.019176
0.000239846,0.524642,1.55601,10.1652,6.00215,2,0.243253,10,1,1,5.2328e-05,8.29612e-06,0.019176
0.000454267,0.524642,1.55601,9.82699,3.91398,2,0.243253,10,1,1,5.2328e-05,7.15741e-06,0.0185823
0.000370321,0.411794,1.55601,9.77543,3.92513,2,0.25491,10,1,1,5.2328e-05,7.15741e-06,0.0188606
0.000370321,0.411794,1.55601,9.65718,4.85811,2,0.25491,10,1,1,5.2328e-05,7.15741e-06,0.0210023
0.000152654,0.411794,1.55601,9.8982,6.68583,2,0.31846,10,1,1,5.2328e-05,7.15741e-06,0.0210023
0.000152654,0.477978,1.55601,9.68359,6.22123,2,0.392901,10,1,1,5.2328e-05,7.15741e-06,0.0210023
1.91716e-05,0.506636,1.55601,9.66242,5.08724,2,0.436653,10,1,1,5.40756e-05,5.27643e-06,0.0210023
1.91716e-05,0.532241,1.55601,9.71467,6.03307,2,0.436653,10,1,1,5.40756e-05,6.20266e-06,0.0210023
1.91716e-05,0.532241,1.45911,9.98716,6.32865,2,0.430772,10,1,1,5.40756e-05,6.20266e-06,0.0210023
1.91716e-05,0.534678,1.45911,10.2645,5.84178,2,0.432366,10,1,1,5.40756e-05,6.20266e-06,0.0210023
0.000588589,0.534678,1.58355,9.98977,5.24303,2,0.379187,10,1,1,5.40756e-05,6.20266e-06,0.0210023
0.000588589,0.534678,1.58355,9.93465,4.88514,2,0.444185,10,1,1,5.40756e-05,9.27524e-06,0.0210023
0.00131828,0.785076,1.58355,9.7379,4.93718,2,0.445016,10,1,1,4.98205e-05,8.27231e-06,0.0180681
0.00131828,0.785076,1.58355,9.6308,4.46327,2,0.460743,10,1,1,4.98205e-05,8.27231e-06,0.0179584
0.00154868,0.785076,1.58355,9.44962,5.23588,2,0.472324,10,1,1,4.98205e-05,8.27231e-06,0.0179584
0.00202421,0.408007,0.755181,9.38506,5.23588,2,0.472324,10,1,1,6.21202e-05,8.27231e-06,0.0179584
0.00114059,0.408007,0.755181,9.59609,5.90068,2,0.499827,10,1,1,6.21202e-05,8.27231e-06,0.0179584
0.00114059,0.408007,0.66785,9.58601,4.3928,2,0.499023,10,1,1,6.1721e-05,8.27231e-06,0.0179584
0.000354487,0.408007,0.66785,9.27125,4.54946,2,0.45721,10,1,1,6.1721e-05,8.27231e-06,0.0179584
0.000258526,0.408007,0.66785,9.52403,5.28192,2,0.46325,10,1,1,6.1721e-05,8.27231e-06,0.0179584
0.000258526,0.406473,0.66785,9.27778,5.28192,2,0.435056,10,1,1,4.54464e-05,8.27231e-06,0.0179584
0.000258526,0.406473,0.66785,9.1518,5.28192,2,0.45584,10,1,1,4.54464e-05,8.27231e-06,0.0179584
0.000258526,0.406473,0.66785,9.10067,4.50551,2,0.404575,10,1,1,4.54464e-05,8.27231e-06,0.0179584
0.00070501,0.406473,1.68035,8.86235,4.6227,2,0.359955,10,1,1,4.54464e-05,8.27231e-06,0.0179584
0.00043277,0.454279,1.37066,8.54521,5.32253,2,0.363519,10,1,1,4.54464e-05,8.27231e-06,0.0179584
0.00043277,0.454279,1.37264,8.66232,4.00905,2,0.389277,10,1,1,4.96919e-05,8.27231e-06,0.0179584
0.000438736,0.454279,1.37264,8.83779,4.10017,2,0.349743,10,1,1,4.96919e-05,8.27231e-06,0.0179584
0.000438736,0.454279,1.4489,8.74019,4.10017,2,0.355975,10,1,1,4.96919e-05,8.27231e-06,0.0179584
0.000438736,0.454279,0.992756,9.20532,4.22243,2,0.355975,10,1,1,4.96919e-05,8.27231e-06,0.0179584
0.000438736,0.848563,2.25585,9.26492,5.4727,2,0.340305,10,1,1,4.96919e-05,7.3068e-06,0.0196035
0.000438736,0.427352,2.25585,9.13375,5.70701,2,0.414806,10,1,1,4.96919e-05,7.67231e-06,0.0196035
0.000438736,0.427352,2.14175,9.19139,5.34901,2,0.434983,10,1,1,4.96919e-05,7.67231e-06,0.0196035
0.00229423,0.427352,1.98173,9.12984,5.34901,2,0.384854,10,1,1,4.96919e-05,7.67231e-06,0.0196035
0.00235544,0.427352,1.62827,9.0397,5.32415,2,0.429818,10,1,1,4.96919e-05,7.67231e-06,0.0196035
0.00235544,0.427352,1.32011,9.09897,5.37478,2,0.429818,10,1,1,4.96919e-05,7.67231e-06,0.0196035
0.0035643,1.09678,1.32011,9.11458,5.32156,2,0.419484,10,1,1,4.96919e-05,7.73887e-06,0.0195354
0.00262045,1.09678,1.33237,9.3745,6.36231,2,0.313767,10,1,1,4.96919e-05,6.1883e-06,0.0195354
0.00290153,1.09678,1.33237,9.24243,5.39887,2,0.367006,10,1,1,4.96919e-05,6.1883e-06,0.0195354
0.00331051,1.09678,1.33237,9.01292,5.39887,2,0.290406,10,1,1,5.65781e-05,6.1883e-06,0.0195354
0.00331051,1.09678,1.33237,8.70654,5.25725,2,0.231088,10,1,1,5.65781e-05,6.1883e-06,0.0195354
0.00175645,1.09678,1.33237,8.48709,5.07544,2,0.226971,10,1,1,5.65781e-05,6.2898e-06,0.0195354
0.00175645,0.24163,1.29472,8.733,4.84471,2,0.309253,10,1,1,5.65781e-05,6.2898e-06,0.0195354
0.000612553,0.24163,1.29472,8.55162,4.96156,2,0.325202,10,1,1,5.65781e-05,6.2898e-06,0.0195354
0.000612553,0.24163,1.65742,8.51432,4.8285,2,0.340076,10,1,1,5.65781e-05,7.30164e-06,0.0195354
0.00045478,0.750127,1.65742,8.2467,5.05307,2,0.337114,10,1,1,5.65781e-05,7.51873e-06,0.0195354
0.00166409,0.698797,1.65742,8.40662,4.56884,2,0.337114,10,1,1,5.65781e-05,7.51873e-06,0.0195354
0.0011859,0.698797,1.33398,8.53492,3.77749,2,0.307855,10,1,1,5.65781e-05,7.51873e-06,0.0195354
0.000838192,0.698797,1.29948,8.86895,3.77749,2,0.335982,10,1,1,5.65781e-05,7.51873e-06,0.0195354
0.000838192,0.698797,1.29948,8.65787,4.66739,2,0.319234,10,1,1,5.65781e-05,7.51873e-06,0.0195354
0.00207053,0.698797,1.29948,8.67907,5.715,2,0.388486,10,1,1,5.65781e-05,8.71684e-06,0.0195354
0.00220551,0.521619,1.29948,8.76215,5.00356,2,0.245292,10,1,1,5.65781e-05,8.71684e-06,0.0219183
0.00312069,0.521619,1.29948,8.45972,4.76229,2,0.271787,10,1,1,5.65781e-05,8.71684e-06,0.0219183
0.0021777,0.521619,1.29948,8.5188,5.7373,2,0.358483,10,1,1,5.65781e-05,8.71684e-06,0.0219183
0.00185613,0.521619,1.29948,8.65337,4.68256,2,0.358483,10,1,1,5.65781e-05,8.71684e-06,0.0219183
0.00159463,0.521619,1.29948,8.77753,3.72586,2,0.258581,10,1,1,5.65781e-05,8.71684e-06,0.0219183
0.00236643,0.65802,1.65652,8.56456,3.49037,2,0.258581,10,1,1,5.65781e-05,8.71684e-06,0.0219183
0.00263908,0.65802,1.41277,8.54604,5.16301,2,0.246918,10,1,1,5.65781e-05,8.71684e-06,0.0219183
0.00287496,0.65802,1.41277,8.47337,4.80434,2,0.32351,10,1,1,5.65781e-05,7.85815e-06,0.0219183
0.00287496,0.65802,1.32991,8.34284,4.89528,2,0.357018,10,1,1,5.65781e-05,7.85815e-06,0.018992
0.00240455,0.669651,1.32991,8.26068,4.43034,2,0.357018,10,1,1,5.65781e-05,6.13837e-06,0.018992
0.00255008,1.12013,1.43557,8.14779,4.43034,2,0.317116,10,1,1,5.65781e-05,6.52368e-06,0.018992
0.00252213,1.12013,1.43557,8.10606,4.43034,2,0.31169,10,1,1,5.65781e-05,6.52368e-06,0.018992
0.00252213,1.12013,1.43557,8.23105,3.97368,2,0.289698,10,1,1,5.65781e-05,6.52368e-06,0.018992
0.00297069,1.12013,1.43557,8.06899,4.16589,2,0.289698,10,1,1,5.65781e-05,6.52368e-06,0.018992
0.00247621,0.476054,1.43557,8.18222,4.57808,2,0.267024,10,1,1,5.65781e-05,6.52368e-06,0.018992
0.00262712,0.476054,1.37396,8.33033,5.35384,2,0.247503,10,1,1,5.65781e-05,8.66283e-06,0.018992
0.00446152,0.476054,1.37396,8.22525,6.17155,2,0.227085,10,1,1,5.65781e-05,1.05798e-05,0.018992
0.00452587,0.476054,1.37396,8.51037,6.4708,2,0.22596,10,1,1,5.65781e-05,1.05798e-05,0.018992
0.00355908,0.425581,1.37396,8.40145,6.48406,2,0.306012,10,1,1,4.95875e-05,1.05798e-05,0.0216305
